Index,Car Name,Color,Model Year,Mileage (kmpl),Fuel Type,Transmission,Engine CC,Number of Seats,Current Price (lakhs)
5196,Maruti Alto,Green,2018,17,Diesel,Automatic,1995,7,14.1
5197,BMW X1,Green,2021,13,Diesel,Manual,1984,7,36.6
5198,Hyundai i20,Yellow,2020,17,Diesel,Automatic,1995,5,8.5
5199,Hyundai i20,Silver,2018,18,Petrol,Manual,1984,5,4.8
5200,Toyota Innova,Brown,2016,17,Diesel,Manual,1984,5,7.7
5201,Hyundai i20,Orange,2020,20,Diesel,Automatic,1500,7,20.6
5202,Tata Nexon,Yellow,2021,11,Diesel,Automatic,800,7,12.5
5203,Kia Seltos,Black,2020,16,Diesel,Manual,2179,5,16.7
5204,Mahindra XUV500,Grey,2021,15,Petrol,Manual,2179,7,32.2
5205,BMW X1,Grey,2018,24,Petrol,Manual,2400,5,30.0
5206,Tata Nexon,Silver,2021,15,Petrol,Manual,1498,7,4.8
5207,Ford EcoSport,Brown,2019,22,Diesel,Manual,800,7,6.7
5208,Ford EcoSport,Green,2015,19,Petrol,Manual,1498,5,7.1
5209,Toyota Innova,White,2015,16,Diesel,Automatic,2400,5,28.3
5210,Maruti Alto,Green,2018,10,Petrol,Manual,800,5,37.1
5211,Hyundai i20,Red,2020,23,Diesel,Manual,1400,5,37.2
5212,Maruti Alto,Brown,2017,20,Diesel,Manual,1500,5,6.5
5213,BMW X1,Yellow,2020,15,Diesel,Automatic,1500,7,12.4
5214,Mahindra XUV500,White,2015,20,Diesel,Automatic,1200,7,15.6
5215,Hyundai i20,Green,2021,23,Diesel,Automatic,800,7,12.3
5216,Audi Q5,Yellow,2016,12,Petrol,Automatic,2179,5,21.6
5217,Hyundai i20,Green,2015,20,Petrol,Manual,2179,7,49.5
5218,Ford EcoSport,Red,2015,23,Diesel,Automatic,1500,5,15.8
5219,BMW X1,Blue,2021,22,Petrol,Automatic,800,5,53.8
5220,BMW X1,Blue,2016,24,Diesel,Manual,800,7,36.5
5221,Kia Seltos,Red,2017,24,Diesel,Manual,2179,7,40.5
5222,Maruti Alto,Brown,2019,24,Diesel,Manual,1500,7,5.0
5223,Kia Seltos,Green,2022,20,Petrol,Automatic,1984,7,45.4
5224,Ford EcoSport,White,2021,13,Diesel,Manual,1498,5,36.2
5225,Honda City,Red,2018,24,Petrol,Manual,1984,7,47.8
5226,Toyota Innova,Orange,2019,15,Diesel,Automatic,1984,7,25.6
5227,Audi Q5,Black,2015,11,Diesel,Manual,1984,7,24.9
5228,Ford EcoSport,Orange,2018,12,Diesel,Manual,1995,7,46.4
5229,Hyundai i20,Blue,2015,11,Petrol,Manual,1200,7,46.6
5230,Audi Q5,Yellow,2021,13,Diesel,Manual,1400,5,8.0
5231,Kia Seltos,Yellow,2022,12,Petrol,Automatic,2179,5,24.2
5232,Honda City,White,2020,10,Petrol,Manual,800,5,30.7
5233,Tata Nexon,Blue,2017,12,Petrol,Automatic,1400,5,45.1
5234,BMW X1,White,2017,17,Diesel,Manual,1995,7,44.5
5235,Maruti Alto,Yellow,2019,20,Petrol,Manual,1984,7,16.8
5236,Maruti Alto,Red,2017,19,Diesel,Manual,1995,5,7.2
5237,Maruti Alto,White,2021,20,Diesel,Manual,1995,7,15.9
5238,Mahindra XUV500,Silver,2018,14,Petrol,Manual,1200,7,29.0
5239,Audi Q5,Green,2022,17,Petrol,Automatic,1400,5,16.8
5240,Honda City,Orange,2022,20,Diesel,Automatic,800,7,37.8
5241,Audi Q5,Brown,2019,18,Petrol,Manual,1498,5,37.6
5242,BMW X1,Black,2016,24,Petrol,Automatic,2400,7,15.5
5243,Toyota Innova,White,2019,22,Diesel,Automatic,2179,7,44.9
5244,Mahindra XUV500,Grey,2022,15,Petrol,Automatic,1995,5,40.2
5245,Hyundai i20,Brown,2018,15,Petrol,Manual,2179,5,30.0
5246,Ford EcoSport,Grey,2018,10,Petrol,Manual,1500,7,15.5
5247,Kia Seltos,White,2021,24,Diesel,Automatic,1200,7,38.3
5248,Hyundai i20,Green,2020,11,Diesel,Manual,1995,7,10.5
5249,Kia Seltos,Orange,2016,14,Petrol,Automatic,2400,5,18.7
5250,Honda City,Red,2022,22,Diesel,Manual,1995,7,18.2
5251,Hyundai i20,Silver,2018,23,Petrol,Manual,1200,7,24.2
5252,Tata Nexon,Yellow,2015,11,Diesel,Manual,1984,5,45.3
5253,Tata Nexon,Orange,2018,15,Petrol,Manual,2179,5,9.5
5254,Mahindra XUV500,Black,2015,17,Diesel,Automatic,1400,5,51.8
5255,Toyota Innova,Brown,2019,24,Petrol,Manual,1500,7,53.3
5256,Kia Seltos,Red,2018,11,Petrol,Manual,1995,7,28.6
5257,Tata Nexon,Grey,2020,14,Petrol,Manual,1500,5,15.9
5258,Toyota Innova,Blue,2021,20,Diesel,Automatic,1995,7,34.2
5259,Mahindra XUV500,Yellow,2021,10,Petrol,Automatic,2179,5,35.6
5260,Honda City,White,2015,13,Petrol,Manual,1500,5,53.4
5261,Toyota Innova,Green,2016,20,Petrol,Automatic,1200,5,15.3
5262,Kia Seltos,Red,2022,11,Diesel,Manual,1400,5,54.3
5263,Audi Q5,Red,2019,19,Diesel,Manual,1500,7,7.5
5264,Maruti Alto,Black,2021,15,Petrol,Automatic,2400,5,32.3
5265,Tata Nexon,Red,2017,23,Petrol,Manual,1500,5,52.6
5266,Hyundai i20,Blue,2018,17,Petrol,Automatic,800,5,11.0
5267,Hyundai i20,Grey,2020,24,Petrol,Automatic,1200,5,53.9
5268,Ford EcoSport,Red,2018,16,Petrol,Automatic,1995,5,10.9
5269,Tata Nexon,Orange,2020,14,Diesel,Manual,800,7,27.0
5270,Audi Q5,Blue,2017,19,Diesel,Manual,2400,5,31.3
5271,Toyota Innova,Green,2022,19,Diesel,Automatic,1400,5,23.8
5272,Kia Seltos,Grey,2021,18,Diesel,Automatic,1500,7,5.9
5273,Toyota Innova,White,2021,21,Petrol,Automatic,1498,5,21.8
5274,Audi Q5,Yellow,2021,20,Petrol,Automatic,1498,5,27.6
5275,Toyota Innova,Yellow,2018,13,Diesel,Automatic,2179,7,16.8
5276,BMW X1,Orange,2017,22,Petrol,Automatic,1500,7,15.6
5277,Kia Seltos,Grey,2022,22,Petrol,Automatic,1984,5,10.2
5278,Ford EcoSport,Blue,2019,17,Petrol,Manual,2400,5,35.6
5279,Audi Q5,Red,2018,15,Petrol,Automatic,1400,5,53.3
5280,BMW X1,Orange,2016,16,Petrol,Automatic,1200,7,9.8
5281,Mahindra XUV500,Red,2018,12,Petrol,Automatic,1995,5,45.6
5282,Honda City,Green,2020,23,Diesel,Automatic,2179,7,19.0
5283,Ford EcoSport,Green,2022,16,Diesel,Automatic,800,5,14.8
5284,Toyota Innova,White,2019,22,Diesel,Automatic,2179,7,47.5
5285,Maruti Alto,White,2021,11,Petrol,Automatic,1400,7,16.9
5286,Hyundai i20,Red,2015,15,Diesel,Manual,1984,7,43.5
5287,Audi Q5,Orange,2015,14,Petrol,Manual,1200,7,23.7
5288,Mahindra XUV500,Green,2019,18,Diesel,Automatic,2400,5,27.0
5289,Kia Seltos,Red,2019,24,Diesel,Manual,2400,7,54.4
5290,Kia Seltos,Silver,2019,22,Diesel,Automatic,1500,5,21.9
5291,Kia Seltos,Black,2017,21,Diesel,Automatic,2400,7,40.8
5292,Hyundai i20,Blue,2021,16,Petrol,Automatic,800,5,31.6
5293,Mahindra XUV500,Green,2015,15,Diesel,Manual,1984,7,9.6
5294,Audi Q5,Grey,2019,11,Diesel,Automatic,2400,5,15.3
5295,BMW X1,Grey,2021,14,Petrol,Automatic,1400,7,46.8
5296,Ford EcoSport,Blue,2016,18,Petrol,Automatic,1200,7,16.8
5297,Kia Seltos,Yellow,2022,20,Petrol,Automatic,1500,7,18.3
5298,Ford EcoSport,Silver,2022,14,Diesel,Automatic,800,5,41.9
5299,Toyota Innova,Brown,2022,20,Petrol,Manual,2179,7,15.1
5300,Audi Q5,White,2018,11,Diesel,Automatic,1200,7,51.0
5301,Toyota Innova,Green,2017,18,Diesel,Manual,1400,5,48.1
5302,Hyundai i20,Grey,2021,17,Petrol,Automatic,1995,7,53.8
5303,Mahindra XUV500,Silver,2019,17,Diesel,Manual,2179,5,44.3
5304,Mahindra XUV500,Brown,2020,19,Petrol,Automatic,800,7,31.5
5305,Maruti Alto,Red,2017,21,Diesel,Manual,1498,7,7.0
5306,Kia Seltos,Black,2017,21,Petrol,Manual,1200,5,52.1
5307,Kia Seltos,Orange,2018,15,Diesel,Manual,1200,7,52.2
5308,Ford EcoSport,Green,2015,13,Diesel,Manual,2179,5,13.1
5309,Ford EcoSport,White,2019,20,Diesel,Automatic,1984,7,23.4
5310,Honda City,Black,2020,10,Diesel,Manual,1995,7,39.2
5311,Hyundai i20,Brown,2018,24,Diesel,Manual,1400,7,51.4
5312,Ford EcoSport,Red,2015,23,Petrol,Manual,1400,7,44.4
5313,Toyota Innova,Blue,2017,24,Diesel,Manual,2179,5,27.2
5314,Mahindra XUV500,Yellow,2022,16,Petrol,Manual,1400,7,18.2
5315,Maruti Alto,Green,2022,24,Diesel,Automatic,1498,7,18.2
5316,Hyundai i20,Black,2018,19,Diesel,Automatic,1500,7,49.4
5317,Toyota Innova,Orange,2019,24,Diesel,Manual,1995,5,53.8
5318,Tata Nexon,Grey,2017,17,Diesel,Manual,2179,7,22.2
5319,Toyota Innova,Green,2015,23,Diesel,Automatic,1995,7,50.5
5320,Mahindra XUV500,Black,2019,12,Diesel,Automatic,2179,5,41.0
5321,Maruti Alto,Yellow,2021,15,Petrol,Automatic,1500,5,45.3
5322,Tata Nexon,Green,2017,14,Petrol,Automatic,1984,5,41.5
5323,Tata Nexon,Green,2021,24,Diesel,Manual,1500,7,34.3
5324,Ford EcoSport,Grey,2017,10,Diesel,Manual,1498,7,24.9
5325,Audi Q5,Blue,2015,24,Diesel,Automatic,800,5,24.9
5326,Maruti Alto,Blue,2015,18,Diesel,Manual,2400,7,22.2
5327,Ford EcoSport,Grey,2020,24,Diesel,Manual,2400,5,4.2
5328,Toyota Innova,Brown,2016,15,Diesel,Automatic,1200,7,31.0
5329,Honda City,Blue,2021,24,Petrol,Manual,1984,5,20.4
5330,Hyundai i20,Black,2022,20,Diesel,Manual,1995,5,10.6
5331,Maruti Alto,Black,2022,18,Petrol,Manual,1995,5,11.6
5332,BMW X1,Grey,2017,12,Petrol,Automatic,1498,7,18.9
5333,Tata Nexon,Grey,2015,14,Diesel,Manual,1995,5,45.8
5334,Kia Seltos,Green,2018,11,Diesel,Automatic,1995,7,36.5
5335,Maruti Alto,Grey,2022,22,Diesel,Manual,2179,5,48.3
5336,Kia Seltos,Yellow,2018,12,Petrol,Manual,1995,7,26.8
5337,Maruti Alto,Red,2018,24,Petrol,Manual,1498,5,20.9
5338,Mahindra XUV500,Red,2018,14,Petrol,Automatic,2400,7,28.6
5339,Maruti Alto,Green,2018,19,Petrol,Manual,1200,5,9.2
5340,Honda City,Orange,2018,17,Diesel,Manual,1400,5,9.0
5341,BMW X1,White,2015,12,Diesel,Manual,1984,7,31.1
5342,Hyundai i20,Red,2020,21,Diesel,Automatic,1200,7,16.1
5343,Ford EcoSport,Black,2021,22,Diesel,Automatic,800,7,52.0
5344,Ford EcoSport,Green,2022,17,Petrol,Automatic,1498,5,37.2
5345,Kia Seltos,Orange,2017,10,Diesel,Manual,800,5,35.9
5346,Honda City,Black,2019,10,Petrol,Automatic,800,7,52.5
5347,Maruti Alto,Red,2015,21,Diesel,Automatic,2179,5,11.4
5348,Maruti Alto,Orange,2018,10,Petrol,Manual,1200,7,43.0
5349,Mahindra XUV500,Green,2019,10,Petrol,Automatic,1400,7,31.1
5350,Audi Q5,Silver,2016,19,Petrol,Automatic,1498,7,26.0
5351,BMW X1,Brown,2020,15,Petrol,Manual,2179,7,28.5
5352,Mahindra XUV500,Brown,2017,18,Diesel,Automatic,2400,5,21.4
5353,Hyundai i20,Black,2020,13,Petrol,Manual,2179,5,41.1
5354,Mahindra XUV500,Red,2020,16,Diesel,Manual,2179,5,54.3
5355,Honda City,Silver,2021,10,Diesel,Automatic,2179,5,12.1
5356,Audi Q5,Green,2015,22,Petrol,Automatic,1498,5,41.2
5357,Maruti Alto,Red,2022,12,Diesel,Automatic,1500,5,49.8
5358,Kia Seltos,Red,2022,22,Petrol,Automatic,1984,7,4.4
5359,Tata Nexon,Green,2022,15,Diesel,Automatic,2179,7,30.0
5360,Audi Q5,Brown,2019,13,Diesel,Manual,2400,7,15.1
5361,Maruti Alto,Brown,2022,14,Diesel,Automatic,1400,7,45.0
5362,BMW X1,Blue,2017,24,Petrol,Manual,1498,5,27.3
5363,Audi Q5,Orange,2017,11,Petrol,Manual,2400,5,7.2
5364,Mahindra XUV500,Green,2019,17,Diesel,Manual,800,7,6.4
5365,BMW X1,Brown,2022,11,Diesel,Automatic,1498,7,35.8
5366,Honda City,Orange,2019,13,Petrol,Manual,1984,7,4.3
5367,Mahindra XUV500,Green,2020,20,Diesel,Manual,1400,7,53.7
5368,Hyundai i20,Red,2017,20,Diesel,Manual,1400,5,38.8
5369,Hyundai i20,Yellow,2022,16,Petrol,Manual,2400,7,41.4
5370,Honda City,Black,2018,16,Diesel,Manual,1498,7,53.1
5371,Audi Q5,Grey,2022,15,Petrol,Automatic,1995,5,27.0
5372,BMW X1,Blue,2019,17,Diesel,Manual,1500,7,19.9
5373,Tata Nexon,Blue,2019,10,Petrol,Manual,2400,5,22.3
5374,Mahindra XUV500,Blue,2016,21,Diesel,Automatic,1498,7,12.1
5375,Honda City,Brown,2021,13,Petrol,Automatic,2400,5,45.5
5376,BMW X1,Brown,2017,23,Diesel,Automatic,2179,7,34.4
5377,BMW X1,White,2015,23,Diesel,Manual,1200,5,52.8
5378,Hyundai i20,White,2017,24,Diesel,Manual,1200,7,21.5
5379,Kia Seltos,White,2021,16,Diesel,Automatic,2400,7,29.2
5380,Mahindra XUV500,Green,2022,22,Diesel,Automatic,800,7,20.6
5381,BMW X1,Brown,2019,12,Diesel,Manual,1984,5,44.8
5382,Kia Seltos,Silver,2018,22,Petrol,Automatic,2179,5,10.8
5383,Ford EcoSport,Red,2022,18,Petrol,Automatic,1498,7,8.4
5384,Mahindra XUV500,Black,2017,22,Petrol,Automatic,1400,7,44.4
5385,Kia Seltos,Grey,2015,21,Diesel,Automatic,800,7,15.9
5386,BMW X1,Black,2018,24,Petrol,Automatic,1200,7,27.7
5387,Toyota Innova,Silver,2022,19,Petrol,Manual,2179,7,38.6
5388,Maruti Alto,Black,2020,10,Diesel,Automatic,1400,7,39.9
5389,Hyundai i20,Yellow,2017,20,Diesel,Automatic,1500,5,45.9
5390,Toyota Innova,Green,2016,24,Petrol,Automatic,1498,5,20.2
5391,Tata Nexon,Brown,2017,20,Diesel,Manual,1400,7,50.1
5392,Toyota Innova,Grey,2017,13,Diesel,Manual,2179,5,30.6
5393,Kia Seltos,Black,2016,24,Petrol,Manual,1500,7,51.2
5394,Toyota Innova,White,2016,10,Diesel,Manual,1500,7,42.6
5395,Audi Q5,White,2017,23,Petrol,Automatic,1500,7,41.7
5396,Kia Seltos,Green,2015,23,Diesel,Manual,1984,7,31.2
5397,Maruti Alto,Grey,2019,21,Petrol,Manual,1984,7,52.9
5398,BMW X1,Green,2022,14,Diesel,Automatic,1400,7,4.7
5399,Maruti Alto,Grey,2018,10,Petrol,Manual,1200,7,50.2
5400,BMW X1,Blue,2018,14,Petrol,Automatic,1500,7,26.9
5401,Hyundai i20,Silver,2022,15,Petrol,Automatic,1498,7,10.9
5402,Mahindra XUV500,Orange,2017,10,Diesel,Manual,2400,7,45.0
5403,Maruti Alto,Red,2020,20,Petrol,Manual,1995,7,18.0
5404,Tata Nexon,Yellow,2021,10,Diesel,Automatic,1400,7,50.3
5405,Audi Q5,White,2022,16,Petrol,Manual,1984,7,23.9
5406,Honda City,Brown,2018,17,Petrol,Automatic,1995,5,27.0
5407,Tata Nexon,Red,2016,24,Diesel,Automatic,1995,7,22.3
5408,Honda City,Brown,2017,24,Petrol,Automatic,1500,5,16.0
5409,Ford EcoSport,White,2017,23,Diesel,Manual,1400,7,14.5
5410,Hyundai i20,Orange,2019,11,Diesel,Manual,1500,5,39.4
5411,Mahindra XUV500,Blue,2021,11,Diesel,Manual,1984,5,29.4
5412,Ford EcoSport,Red,2022,20,Diesel,Manual,1984,5,44.8
5413,Honda City,Orange,2021,19,Petrol,Automatic,1200,7,12.1
5414,Audi Q5,Green,2018,10,Diesel,Automatic,1995,5,7.9
5415,Maruti Alto,Green,2020,16,Petrol,Manual,800,5,41.7
5416,Tata Nexon,Grey,2022,15,Petrol,Automatic,1984,7,9.2
5417,Kia Seltos,Yellow,2019,24,Diesel,Manual,1400,7,19.0
5418,Tata Nexon,Blue,2015,10,Petrol,Manual,1500,7,32.2
5419,Hyundai i20,Orange,2019,13,Diesel,Manual,2400,7,43.1
5420,Tata Nexon,Yellow,2022,12,Petrol,Automatic,800,5,47.5
5421,Tata Nexon,Red,2016,12,Petrol,Manual,1498,5,9.5
5422,Hyundai i20,Black,2016,10,Diesel,Automatic,800,7,12.9
5423,Tata Nexon,Grey,2021,23,Petrol,Manual,1984,7,20.5
5424,Ford EcoSport,Grey,2019,19,Petrol,Automatic,1498,5,32.9
5425,Ford EcoSport,Red,2022,23,Diesel,Automatic,1498,7,22.0
5426,Tata Nexon,White,2021,24,Petrol,Manual,1995,5,53.1
5427,Tata Nexon,Orange,2020,11,Diesel,Manual,1984,5,44.4
5428,Ford EcoSport,Brown,2015,14,Diesel,Automatic,2179,7,42.1
5429,Honda City,Brown,2015,11,Diesel,Automatic,1995,5,24.6
5430,Maruti Alto,Black,2022,16,Diesel,Manual,1400,5,20.8
5431,Ford EcoSport,Blue,2021,16,Diesel,Manual,1984,7,19.8
5432,Hyundai i20,Silver,2018,18,Petrol,Manual,1400,7,19.5
5433,Audi Q5,Blue,2015,11,Diesel,Automatic,2400,7,13.9
5434,Tata Nexon,Silver,2021,21,Diesel,Automatic,1200,5,54.9
5435,Mahindra XUV500,Black,2018,17,Diesel,Automatic,2400,7,29.9
5436,Honda City,Black,2017,10,Petrol,Automatic,1984,7,30.2
5437,Hyundai i20,Brown,2021,21,Petrol,Manual,2400,5,54.0
5438,Honda City,Red,2019,21,Diesel,Manual,800,7,10.5
5439,Ford EcoSport,Green,2020,10,Petrol,Manual,2400,5,44.8
5440,Tata Nexon,Blue,2018,20,Diesel,Automatic,1984,7,53.2
5441,Hyundai i20,Orange,2022,10,Diesel,Manual,2179,7,53.9
5442,Ford EcoSport,Grey,2017,14,Diesel,Automatic,1500,5,27.5
5443,Tata Nexon,Red,2015,24,Petrol,Automatic,2400,5,11.4
5444,Hyundai i20,Brown,2016,20,Diesel,Automatic,2179,5,29.6
5445,Mahindra XUV500,Silver,2016,12,Diesel,Manual,1498,7,10.0
5446,Kia Seltos,Orange,2019,12,Petrol,Automatic,1400,7,15.2
5447,Maruti Alto,Orange,2020,18,Diesel,Automatic,1400,5,6.9
5448,BMW X1,Silver,2021,19,Diesel,Manual,1498,5,37.9
5449,Toyota Innova,Brown,2022,23,Diesel,Automatic,800,5,37.7
5450,Mahindra XUV500,White,2021,24,Diesel,Manual,1984,5,34.4
5451,Audi Q5,Yellow,2016,21,Diesel,Manual,1400,5,27.7
5452,Maruti Alto,Blue,2017,18,Diesel,Automatic,1995,5,20.4
5453,Ford EcoSport,Silver,2015,19,Petrol,Automatic,1400,5,20.1
5454,Maruti Alto,Red,2022,22,Petrol,Automatic,1400,5,28.6
5455,Maruti Alto,White,2019,15,Petrol,Manual,1500,5,27.1
5456,Hyundai i20,Grey,2016,12,Diesel,Automatic,1995,7,42.4
5457,BMW X1,Black,2020,10,Diesel,Automatic,1200,7,49.8
5458,Toyota Innova,Silver,2015,21,Diesel,Automatic,2179,5,13.7
5459,Maruti Alto,Orange,2019,13,Petrol,Manual,1500,7,41.7
5460,Honda City,Green,2021,16,Petrol,Manual,2400,7,39.2
5461,Tata Nexon,Brown,2022,12,Petrol,Automatic,2179,5,23.1
5462,Honda City,Green,2019,14,Petrol,Automatic,2400,7,15.2
5463,BMW X1,Red,2019,24,Diesel,Manual,2179,7,41.5
5464,Honda City,Brown,2021,22,Petrol,Automatic,1200,5,26.3
5465,Maruti Alto,Yellow,2019,20,Diesel,Manual,1200,7,8.0
5466,Kia Seltos,Grey,2015,24,Petrol,Manual,1995,7,46.9
5467,Tata Nexon,Silver,2017,22,Diesel,Automatic,1500,7,30.3
5468,Audi Q5,Yellow,2021,10,Diesel,Manual,1984,5,29.2
5469,Hyundai i20,Green,2022,14,Diesel,Manual,800,5,45.0
5470,Toyota Innova,White,2021,10,Diesel,Automatic,2179,5,37.6
5471,Audi Q5,Orange,2015,24,Diesel,Manual,1498,7,50.3
5472,BMW X1,White,2021,17,Diesel,Automatic,2179,5,8.6
5473,Maruti Alto,Orange,2018,20,Diesel,Manual,1995,7,16.0
5474,BMW X1,Black,2017,12,Petrol,Manual,1500,7,14.5
5475,Toyota Innova,Orange,2020,20,Petrol,Automatic,1400,7,24.5
5476,Kia Seltos,Black,2018,23,Diesel,Automatic,1400,5,5.7
5477,Ford EcoSport,Red,2019,20,Petrol,Automatic,2179,7,7.7
5478,Kia Seltos,Green,2015,10,Diesel,Manual,2179,7,48.0
5479,Tata Nexon,Green,2022,16,Diesel,Automatic,1200,7,46.7
5480,Audi Q5,Red,2020,17,Diesel,Manual,1500,7,14.1
5481,Tata Nexon,White,2019,14,Diesel,Manual,1995,7,27.0
5482,Toyota Innova,Yellow,2021,18,Diesel,Manual,2400,7,14.9
5483,Kia Seltos,Blue,2021,14,Petrol,Manual,1400,7,36.7
5484,Kia Seltos,White,2018,22,Petrol,Automatic,1200,5,44.1
5485,Honda City,Black,2022,12,Diesel,Manual,1500,5,7.0
5486,BMW X1,Orange,2019,18,Diesel,Automatic,1500,5,40.3
5487,BMW X1,Green,2019,23,Diesel,Manual,1498,5,16.8
5488,Honda City,Silver,2017,15,Diesel,Manual,1500,7,27.5
5489,Hyundai i20,Blue,2021,23,Petrol,Manual,800,7,45.2
5490,Tata Nexon,White,2022,13,Diesel,Manual,1400,5,51.6
5491,Tata Nexon,Red,2018,14,Diesel,Automatic,2179,7,51.0
5492,Hyundai i20,Blue,2018,11,Petrol,Manual,1400,7,18.0
5493,Hyundai i20,Brown,2016,15,Petrol,Automatic,800,7,49.9
5494,BMW X1,White,2015,24,Diesel,Manual,2400,5,42.1
5495,Maruti Alto,Red,2017,19,Diesel,Manual,1200,7,26.0
5496,Kia Seltos,Grey,2022,24,Petrol,Manual,2179,7,50.1
5497,Mahindra XUV500,Red,2015,12,Petrol,Manual,1995,5,5.0
5498,BMW X1,White,2016,22,Petrol,Manual,1500,5,6.2
5499,Hyundai i20,Red,2017,13,Diesel,Automatic,1984,5,8.0
5500,Hyundai i20,White,2020,10,Diesel,Manual,1400,7,30.8
5501,Audi Q5,Brown,2016,23,Petrol,Manual,800,5,6.7
5502,Ford EcoSport,Black,2016,19,Petrol,Automatic,1200,7,30.0
5503,Maruti Alto,Brown,2015,20,Diesel,Manual,1498,5,15.1
5504,Ford EcoSport,Green,2016,10,Petrol,Automatic,1995,7,36.0
5505,Ford EcoSport,Grey,2020,19,Petrol,Automatic,1500,7,14.9
5506,Toyota Innova,Silver,2017,20,Diesel,Automatic,800,5,4.9
5507,Mahindra XUV500,Brown,2018,12,Petrol,Manual,1498,7,37.9
5508,Mahindra XUV500,Orange,2017,13,Petrol,Automatic,2400,7,39.7
5509,Kia Seltos,White,2020,19,Diesel,Automatic,1995,5,23.2
5510,Honda City,Silver,2016,23,Diesel,Manual,1498,7,47.3
5511,Tata Nexon,Orange,2021,13,Petrol,Automatic,1400,5,34.6
5512,BMW X1,Brown,2022,23,Petrol,Manual,2400,5,12.4
5513,Honda City,White,2015,13,Diesel,Automatic,800,7,49.0
5514,Maruti Alto,White,2019,16,Petrol,Manual,800,7,24.5
5515,Hyundai i20,Yellow,2018,21,Diesel,Manual,2400,7,13.4
5516,Tata Nexon,White,2018,24,Petrol,Automatic,2179,7,33.7
5517,Mahindra XUV500,Grey,2015,18,Diesel,Manual,1400,5,9.6
5518,Mahindra XUV500,White,2022,20,Petrol,Automatic,1500,7,25.4
5519,Tata Nexon,Grey,2017,18,Petrol,Manual,1984,7,34.5
5520,Kia Seltos,Brown,2017,21,Diesel,Automatic,1995,5,25.1
5521,Mahindra XUV500,Brown,2019,14,Diesel,Manual,2400,5,52.8
5522,Kia Seltos,Silver,2016,12,Petrol,Automatic,1984,5,5.0
5523,Maruti Alto,Yellow,2015,21,Petrol,Automatic,800,7,33.7
5524,Toyota Innova,Brown,2015,11,Diesel,Automatic,2179,7,23.6
5525,Kia Seltos,Green,2021,11,Diesel,Manual,2179,5,8.4
5526,BMW X1,Orange,2018,17,Diesel,Automatic,1200,5,20.0
5527,Toyota Innova,Blue,2022,16,Diesel,Automatic,1500,5,34.1
5528,Hyundai i20,Grey,2022,18,Diesel,Automatic,1498,7,47.3
5529,Toyota Innova,Brown,2022,24,Petrol,Manual,800,7,33.2
5530,Hyundai i20,Red,2019,10,Diesel,Automatic,1400,7,32.5
5531,BMW X1,Yellow,2019,23,Petrol,Automatic,1995,7,34.6
5532,Maruti Alto,Orange,2017,15,Diesel,Automatic,800,7,13.1
5533,Toyota Innova,Orange,2020,16,Petrol,Manual,800,7,49.8
5534,Ford EcoSport,Red,2020,22,Petrol,Manual,1984,5,14.0
5535,Honda City,Red,2015,22,Petrol,Manual,1400,7,43.7
5536,Hyundai i20,Black,2022,22,Petrol,Manual,2179,5,23.8
5537,Audi Q5,Brown,2018,20,Petrol,Manual,1400,5,49.4
5538,Honda City,Orange,2017,22,Petrol,Automatic,1984,7,9.9
5539,Kia Seltos,Silver,2018,22,Diesel,Manual,1995,5,25.3
5540,Ford EcoSport,Grey,2019,22,Diesel,Manual,1500,7,44.9
5541,Ford EcoSport,Orange,2017,19,Petrol,Automatic,1200,7,22.2
5542,Toyota Innova,Grey,2018,17,Diesel,Manual,1200,5,30.6
5543,BMW X1,Blue,2019,24,Diesel,Automatic,1500,5,22.3
5544,BMW X1,Red,2015,17,Petrol,Automatic,1984,5,46.4
5545,Maruti Alto,Grey,2021,10,Diesel,Manual,1498,5,26.4
5546,Maruti Alto,Green,2021,15,Diesel,Automatic,1400,5,39.9
5547,Kia Seltos,Green,2017,23,Petrol,Manual,800,7,17.2
5548,Kia Seltos,Silver,2021,13,Diesel,Automatic,800,5,53.9
5549,Audi Q5,Black,2021,22,Diesel,Manual,1200,5,42.7
5550,Honda City,White,2015,14,Petrol,Automatic,1984,7,51.3
5551,BMW X1,Yellow,2019,12,Diesel,Manual,2400,5,12.3
5552,Hyundai i20,Green,2020,23,Diesel,Automatic,2179,5,30.7
5553,Ford EcoSport,Red,2017,23,Diesel,Manual,2179,5,45.8
5554,Maruti Alto,Orange,2021,12,Petrol,Automatic,1200,7,39.2
5555,Hyundai i20,Blue,2019,10,Diesel,Manual,1500,7,19.7
5556,Ford EcoSport,Green,2015,22,Petrol,Automatic,1200,5,3.5
5557,Audi Q5,Silver,2018,19,Diesel,Manual,2400,5,34.1
5558,Kia Seltos,Orange,2019,14,Diesel,Automatic,2400,7,19.9
5559,Hyundai i20,Green,2022,23,Petrol,Automatic,800,5,47.1
5560,BMW X1,Green,2016,10,Diesel,Automatic,2400,5,35.3
5561,Hyundai i20,Silver,2017,23,Petrol,Automatic,2179,7,54.2
5562,Toyota Innova,Orange,2021,12,Petrol,Manual,1498,7,50.2
5563,BMW X1,Red,2015,24,Petrol,Manual,1984,5,19.0
5564,Kia Seltos,White,2015,10,Petrol,Automatic,1500,7,7.3
5565,Audi Q5,White,2018,15,Diesel,Manual,1498,5,16.8
